level,n,y,p,gap,se,z,contrib,var
2x1,89268,0.49815163328404355,0.503636818891804,-0.005485185607760457,0.0016734418019705595,-3.2777868948303923,4.241153860039475,hand pair
2x2,92409,0.47578699044465367,0.481744570183126,-0.0059575797384723295,0.0016437024760194428,-3.6244879017885347,5.17916283744583,hand pair
3,12361,0.5026292371167381,0.5027678183362477,-0.00013858121950960367,0.004497141441051026,-0.030815401589240628,0.000374858990797669,month
4,42588,0.49213393444162673,0.49649124639108233,-0.0043573119494556,0.002422789528124307,-1.7984690369819187,1.276821300905552,month
5,44078,0.4878851127546622,0.49338683757860635,-0.005501724823944176,0.002381338173771758,-2.310350073139799,2.1068090622140874,month
6,44514,0.48757694208563596,0.4913891125327674,-0.0038121704471314466,0.002369503095816,-1.6088480550470126,1.021519848724006,month
7,33070,0.47989114000604777,0.491863294938008,-0.011972154931960244,0.002749130736687597,-4.35488744576236,7.484872716632303,month
8,41920,0.4841125954198473,0.4893772390378151,-0.005264643617967801,0.0024415258735785575,-2.1562923722988794,1.8346988841696366,month
9,33305,0.47566431466746734,0.4859950188926092,-0.010330704225141873,0.0027387024724626844,-3.772116295587356,5.612739173048627,month
10,1671,0.5050867743865949,0.483981462770886,0.021105311615708888,0.012225279321853166,1.7263664134022947,1.175345516903348,month
F,30010,0.45928023992002664,0.46198687678418304,-0.0027066368641563976,0.0028779169457781506,-0.9404847030512755,0.34716149362338683,game_type
R,223497,0.4897067969592433,0.4961662401111044,-0.006459443151861088,0.0010575998698618726,-6.107643671235248,14.7254110448213,game_type
B,124477,0.48675658957076406,0.49273140387860037,-0.005974814307836307,0.0014170316591596243,-4.216429653646336,7.0168712063731515,top/bot
T,129030,0.4854762458343021,0.4915303834597247,-0.006054137625422618,0.001391753554146923,-4.350006944392902,7.467940404270102,top/bot
12,25413,0.47884940778341795,0.48174604989563846,-0.0028966421122205155,0.0031343855998898057,-0.9241498915520642,0.33670625523696673,P team
13,37232,0.5001074344649764,0.5032674206260666,-0.0031599861610901447,0.002591209624369915,-1.219502324848973,0.5870732536571709,P team
14,24081,0.4747311158174494,0.48213980072242074,-0.007408684904971319,0.003219997245847945,-2.300835789386005,2.0871916764203213,P team
15,23302,0.4995708522873573,0.5007652423708828,-0.0011943900835255095,0.003275464499174702,-0.36464754352442297,0.05249176108969799,P team
16,23457,0.4726947179946285,0.48613094717372274,-0.013436229179094261,0.0032633723722621,-4.117283486646838,6.6870233747237195,P team
17,24919,0.4820418154821622,0.4902270457674632,-0.008185230285300993,0.0031668079312513866,-2.5846942609072414,2.6363191398184656,P team
18,22809,0.4979174887105967,0.5117402801990871,-0.013822791488490416,0.0033097647590653693,-4.176366749519013,6.881820278271716,P team
19,23104,0.48273026315789475,0.48486241317427853,-0.0021321500163837825,0.003287965795611062,-0.6484708628142911,0.16585488197923318,P team
20,22740,0.4900175901495163,0.4947100105670603,-0.00469242041754403,0.0033155109472490104,-1.415293296328123,0.7906601665688097,P team
21,25180,0.4780381254964257,0.483062652995086,-0.005024527498660281,0.003149146197667325,-1.59552055804272,1.0038105325263036,P team
23,978,0.4652351738241309,0.4715877070392487,-0.006352533215117806,0.015962402836145532,-0.39796848133246104,0.0623215593665577,P team
25,292,0.4246575342465753,0.4392619937184662,-0.014604459471890874,0.02904359586784565,-0.5028461192733907,0.09834661008674916,P team
12,24304,0.4833772218564845,0.4887169527283966,-0.005339730871912085,0.003206420823628829,-1.6653244117435926,1.0942638735806778,B team
13,37546,0.5017578437117136,0.4927354125316316,0.009022431180082002,0.0025801343607196043,3.4968842388369374,4.826323178804216,B team
14,24232,0.47808682733575436,0.49117665196547977,-0.01308982462972541,0.0032114986420606374,-4.075924074290254,6.55635535383968,B team
15,23125,0.491545945945946,0.49109947107295243,0.00044647487299354083,0.003287458761166525,0.13581155093641792,0.007279161480392431,B team
16,23190,0.48253557567917205,0.4960257711709185,-0.01349019549174646,0.003283264800355676,-4.108774744664234,6.664119908095439,B team
17,24723,0.4792703150912106,0.49318580540016704,-0.013915490308956446,0.00317964829489236,-4.376424377284006,7.559686103090447,B team
18,22669,0.4785830870351582,0.49045188921927774,-0.011868802184119565,0.0033202793356917853,-3.5746396565295857,5.042567416752385,B team
19,23805,0.49363579080025205,0.49664649445914405,-0.003010703658892,0.003240605338109931,-0.9290559462720567,0.34072952998256195,B team
20,23905,0.48128006693160424,0.4916376231900231,-0.010357556258418832,0.00323344056148161,-3.2032616841030928,4.049570065091122,B team
21,24542,0.4822345367125744,0.48999785591763817,-0.00776331920506379,0.00319100963058129,-2.432872383293179,2.335664211770727,B team
23,1174,0.48722316865417375,0.4816496748349488,0.005573493819224951,0.01458287908791062,0.38219433800595953,0.05758756457365002,B team
25,292,0.4828767123287671,0.47543959990970214,0.007437112419064973,0.029224965094100375,0.25447805994356165,0.025503342991039592,B team
0,25363,0.4647320900524386,0.47384822544213034,-0.009116135389691749,0.003135269214918041,-2.9076084906252793,3.3283402915785523,P asof_n
1,25365,0.4714370195150798,0.47887477289162145,-0.007437753376541623,0.0031366394105828083,-2.371249099098592,2.21576644810922,P asof_n
2,25346,0.4751834609011284,0.481127203592308,-0.005943742691179588,0.0031383811911645694,-1.8938880681266204,1.4139530812688683,P asof_n
3,25334,0.4836977974263835,0.48820960707752337,-0.004511809651139842,0.003140489474412185,-1.4366581031080612,0.8143495704706167,P asof_n
4,25347,0.4889730540103365,0.4926370326590056,-0.003663978648669075,0.003140216764059847,-1.1667916338145012,0.5373261797354747,P asof_n
5,25351,0.48029663524121335,0.4919386703973487,-0.011642035156135322,0.003139901353897932,-3.707770991493947,5.425733716836454,P asof_n
6,25349,0.5032151169671387,0.503495425792335,-0.00028030882519625155,0.0031403566666272377,-0.08926018760069854,0.003145139706518742,P asof_n
7,25350,0.4908086785009862,0.5013251653852319,-0.010516486884245668,0.003140360435705125,-3.3488152393832893,4.427156763025499,P asof_n
8,25357,0.48294356587924436,0.48423489180772783,-0.0012913259284834666,0.00313837679310809,-0.41146299938211134,0.06676904750797524,P asof_n
9,25345,0.5197869402248965,0.5255323792315012,-0.005745439006604736,0.0031365837041648584,-1.8317505759453363,1.3211261845126658,P asof_n
0,25351,0.4703561989665102,0.47956624832101574,-0.009210049354505534,0.0031376860323840405,-2.9352998545579974,3.3956629638839932,B asof_n
1,25354,0.48304015145539164,0.48745377175208,-0.0044136202966883475,0.0031391350174963402,-1.4059988729661237,0.7799055122285576,B asof_n
2,25354,0.48422339670268993,0.48997252417787485,-0.005749127475184912,0.0031394921892659595,-1.8312284689993472,1.323292741489016,B asof_n
3,25348,0.48820419756982797,0.48778920957341054,0.00041498799641742634,0.0031395586962014816,0.13218035927135743,0.006893191373139511,B asof_n
4,25351,0.4918149185436472,0.4919548442265758,-0.00013992568292864327,0.003139902990233716,-0.04456369619184573,0.0007837824474011501,B asof_n
5,25351,0.4913021182596347,0.4947979342443638,-0.0034958159847290893,0.0031401395591759127,-1.113267712740296,0.48921277635382626,B asof_n
6,25346,0.4851258581235698,0.4923794892936161,-0.007253631170046293,0.003140254469073539,-2.3098864252826976,2.105842741170984,B asof_n
7,25351,0.4890536862451185,0.49566426705084893,-0.006610580805730404,0.0031401914577329566,-2.1051521522521672,1.7493628499141187,B asof_n
8,25368,0.4879769788710186,0.4992507000394267,-0.01127372116840808,0.0031392536086454204,-3.5912107060610055,5.091272884377623,B asof_n
9,25333,0.4899538151817787,0.5023749406183572,-0.012421125436578473,0.003141389541897008,-3.9540226612830898,6.1718318589091705,B asof_n
0,26630,0.47134810364250845,0.47553007974908246,-0.0041819761065740035,0.0030602979135492376,-1.3665258169992602,0.7354274372088156,leverage
1,24295,0.4819098579954723,0.4852936605310132,-0.0033838025355408807,0.0032064436794261774,-1.0553132609977554,0.4392709608516101,leverage
2,25623,0.48362799047730554,0.49203337728785984,-0.008405386810554305,0.0031232006202942687,-2.691273418664456,2.8585839607672856,leverage
3,28561,0.48349147438815165,0.4951706456300182,-0.01167917124186657,0.0029584418745112256,-3.9477440278579503,6.151811635995181,leverage
4,21849,0.4851022930111218,0.49474681874694204,-0.009644525735820253,0.0033824411654536754,-2.85135062638308,3.2092155282734076,leverage
5,26934,0.49231454666963687,0.49699515931247185,-0.00468061264283498,0.003046574016376926,-1.5363528401654591,0.9317766567801159,leverage
6,23944,0.49281657200133644,0.4960442830243132,-0.0032277110229767536,0.0032311569995276826,-0.9989335162137176,0.3939050623408885,leverage
7,25394,0.4958651649996062,0.49687063661971603,-0.0010054716201098324,0.0031375881820429933,-0.32046003547066354,0.040539306665290854,leverage
8,24926,0.48864639332423976,0.4964676091161195,-0.007821215791879721,0.003166889212293864,-2.4696840551029577,2.407723963969365,leverage
9,25351,0.4867263618792158,0.49255717914056013,-0.005830817261344323,0.003139961588848309,-1.8569708884505751,1.3610043850171347,leverage
0.0,25344,0.4270833333333333,0.440144511098222,-0.013061177764888687,0.003118157410455191,-4.188748688919462,6.827243744131745,P succ rate
1.0,25342,0.4578170625838529,0.45963772655394974,-0.0018206639700968363,0.003130616722618086,-0.5815671899223241,0.13264963213148873,P succ rate
2.0,25379,0.46810355017928207,0.4671537220437973,0.000949828135484776,0.0031317971322059146,0.303285332794131,0.0361551471378,P succ rate
3.0,25497,0.47797780130995804,0.48106521860202384,-0.003087417292065797,0.0031290595410664586,-0.9866917684198273,0.38378263121785283,P succ rate
4.0,25152,0.48020038167938933,0.48499867964765436,-0.004798297968265031,0.003151288664089878,-1.522646282120532,0.9144343238652678,P succ rate
5.0,25342,0.48334780206771366,0.4935588913333716,-0.010211089265657947,0.003140606477891778,-3.2513112793782533,4.172444800344056,P succ rate
6.0,25347,0.5038071566654831,0.512281794447681,-0.008474637782197814,0.0031396097005659783,-2.6992647464014676,2.8745801500675334,P succ rate
7.0,25339,0.5044397963613402,0.5134267630530885,-0.008986966691748366,0.003139920300300925,-2.8621639507496637,3.2316275604888323,P succ rate
8.0,25341,0.521960459334675,0.5271595554039821,-0.005199096069307019,0.0031362918939186876,-1.6577207240780543,1.0816456334692215,P succ rate
9.0,25343,0.5365978771258335,0.5418471103211492,-0.005249233195315672,0.003129785571306763,-1.6771862083586726,1.1026947943977026,P succ rate
0.0,25342,0.4718254281430037,0.4769450588090498,-0.005119630666046093,0.003137526395760342,-1.631741066135449,1.0488749605625522,B succ rate
1.0,25342,0.48516297056270224,0.4912105327626889,-0.006047562199986645,0.0031403817733411097,-1.9257410838786433,1.4635485773169032,B succ rate
2.0,25343,0.48281576766760054,0.48950549298162854,-0.0066897253140280055,0.0031401132374489216,-2.1304089401128876,1.7909363961458917,B succ rate
3.0,25343,0.4880243065146194,0.4958096313169684,-0.007785324802349003,0.003140694834858194,-2.4788542700617135,2.4255881550422878,B succ rate
4.0,25343,0.4888923963224559,0.49543139166497185,-0.006538995342515952,0.003140674023131139,-2.0820356695270172,1.7111404085627029,B succ rate
5.0,25344,0.4923453282828283,0.495136844014343,-0.0027915157315147043,0.003140594610221952,-0.8888494307507655,0.3118608705217043,B succ rate
6.0,25345,0.49319392385085814,0.4985952243976488,-0.005401300546790666,0.0031406688166254176,-1.7197930957248302,1.1676012475535382,B succ rate
7.0,25338,0.48535796037572027,0.4954187539706836,-0.010060793594963313,0.0031409831592352625,-3.2030714858760407,4.04988207765913,B succ rate
8.0,25338,0.4882784750177599,0.4948420007083965,-0.006563525690636618,0.0031409478693806272,-2.0896640006734333,1.7236626792855918,B succ rate
9.0,25341,0.48510319245491496,0.48827153222591674,-0.0031683397710017824,0.0031400648437925833,-1.0090045679359438,0.40169165948350705,B succ rate
0.0,25344,0.49589646464646464,0.49662817942391124,-0.0007317147774466015,0.0031406717565618638,-0.23298034120178787,0.02142714850040236,P fastball rate
1.0,25342,0.5041827795754084,0.5051887903332299,-0.0010060107578215849,0.00314069797343735,-0.32031439072778856,0.04049969046837713,P fastball rate
2.0,25342,0.4771130928892747,0.4833905392198208,-0.006277446330546055,0.003139133657879868,-1.9997384675827294,1.5769302016962155,P fastball rate
3.0,25343,0.4802114982440911,0.4891594171544215,-0.008947918910330421,0.003140066846247352,-2.8495950399985746,3.2041118680491807,P fastball rate
4.0,25343,0.4742532454721225,0.4864286579270733,-0.012175412454950796,0.0031396479683058944,-3.8779546553814632,5.932407234577332,P fastball rate
5.0,25343,0.4911809967249339,0.49399155565155617,-0.002810558926622242,0.003140578353646926,-0.8949176266717063,0.31611782241864467,P fastball rate
6.0,25341,0.5091353932362574,0.5137508975333708,-0.0046155042971133264,0.0031397410324294633,-1.470027065748779,0.852447488962061,P fastball rate
7.0,25343,0.4847097817937892,0.4911749154611921,-0.006465133667402867,0.0031403158735666212,-2.0587526630115955,1.6727021226022682,P fastball rate
8.0,25343,0.4723986899735627,0.48468733967118116,-0.012288649697618448,0.003139331894568491,-3.914415585965801,6.043268912727443,P fastball rate
9.0,25342,0.47222002998974033,0.4768220348517138,-0.0046020048619734855,0.0031374906285479764,-1.4667788391461374,0.8475017439200243,P fastball rate
-5,22340,0.47309758281110115,0.4754733307606996,-0.002375747949598439,0.003341221628964429,-0.7110417127087656,0.1991083450671852,score diff
-4,10544,0.4775227617602428,0.4842667305530907,-0.006743968792847943,0.00486689741643608,-1.3856813110695068,0.7572548591607913,score diff
-3,15303,0.47709599424949356,0.488799935452821,-0.011703941203327461,0.004040850013695021,-2.8964057472217783,3.310140352802398,score diff
-2,20271,0.481623994869518,0.4905142067891553,-0.008890211919637292,0.003511189325901209,-2.531965979178711,2.5299093981460854,score diff
-1,25883,0.489278677123981,0.49462251841191984,-0.005343841287938855,0.0031076892068142192,-1.7195546054674429,1.1671516335012855,score diff
0,61537,0.49514925979492014,0.49747754811912925,-0.0023282883242091157,0.002015562722741254,-1.15515547987638,0.5267631769434131,score diff
1,26240,0.48776676829268295,0.4971843249241777,-0.009417556631494739,0.003086606046979108,-3.0511041863317137,3.6749029916259635,score diff
2,20689,0.48842380008700276,0.49711622906282255,-0.008692428975819788,0.0034761061584903568,-2.5006224147063554,2.4684672456930397,score diff
3,15814,0.48197799418237003,0.4958641033993699,-0.013886109216999898,0.00397588925348405,-3.492579478875468,4.815134864873164,score diff
4,11091,0.4888648453701199,0.49216418042567145,-0.003299335055551522,0.004747132062577072,-0.6950164882837522,0.1906466225530432,score diff
5,23795,0.4824963227568817,0.48571792797600466,-0.0032216052191229583,0.003240036515523372,-0.9943113923833551,0.3899742370721749,score diff
21372,503,0.4532803180914513,0.4662469879202348,-0.012966669828783473,0.022243042747052463,-0.5829539589632696,0.1335458687740721,투수
21402,695,0.5482014388489208,0.5527238109170924,-0.004522372068171632,0.018860342458282945,-0.23978207597102935,0.022445172755381146,투수
21441,1354,0.5199409158050221,0.5152879703035694,0.004652945501452677,0.013581807439602363,0.3425866197959365,0.04628925206623773,투수
21690,1151,0.577758470894874,0.5757612480258731,0.0019972228690008365,0.014567623948482402,0.137100111594307,0.007249932310571088,투수
21789,1186,0.5168634064080945,0.511500457686538,0.005362948721556515,0.014514856594202132,0.36947996604380584,0.05386386903462576,투수
21813,685,0.44525547445255476,0.47852693270121927,-0.03327145824866451,0.019086392423356698,-1.7432030899641906,1.1974015360205097,투수
21916,1288,0.5271739130434783,0.539899356899635,-0.012725443856156704,0.013887526277823296,-0.9163218561449422,0.3293573116262773,투수
21936,683,0.48462664714494874,0.4708272757597613,0.013799371385187442,0.019099376093096306,0.7225037780252617,0.20537372365521797,투수
