section,season,n,BSS,Resolution,Reliability,y,p,bias,band,pred,actual,gap,dir_acc
overall,2023,245525,403.08189967426244,558.6520557829457,154.98465938995062,0.49995723449750534,0.5010876517834272,0.0011304172859218364,,,,,
overall,2024,253507,917.1695252825018,960.2979924484024,42.92357728271776,0.4861049201797189,0.4921201084719745,0.006015188292255613,,,,,
confidence,2024,87293,0.0,,,,,,|p-.5| < 0.02  (무확신),0.49880019461875397,0.48992473623314586,-0.008875458385608104,0.5078986860343899
confidence,2024,95547,473.2871808985517,,,,,,0.02 ~ 0.05,0.49234968669943036,0.48662961683778666,-0.005720069861643695,0.5359770584110438
confidence,2024,47529,1803.7028120810983,,,,,,0.05 ~ 0.08,0.4802143368647711,0.477224431399777,-0.0029899054649941137,0.5707462812177828
confidence,2024,23138,4359.343311579722,,,,,,|p-.5| >= 0.08 (고확신),0.4904263211009495,0.4877690379462356,-0.0026572831547139186,0.6048923848215058
