fold,arm,BSS,Resolution,Reliability,seed_bss_sd,mean_corr,corr_p_A7,corr_p_A9,corr_p_Bcat
2023,base,813.4281620400862,842.3155168977561,24.110790779071134,5.231347592510524,0.7698519018294424,0.9793711531652731,0.9020421703206357,0.4281423820024183
2023,noinit,733.8894723817546,785.5764305357878,47.26885398117822,0.6481930444896444,0.7532224947550633,0.9399713918549916,0.8473601068814551,0.47233598552874345
2024,base,796.0769048752203,850.7155951677411,60.469570108546655,8.153537700280417,0.9063593914215969,0.9806526219593013,0.9520407451710541,0.7863848071344355
2024,noinit,774.5850300297175,852.9079092927798,80.56410295074149,3.958302716954504,0.8955448130913107,0.9564061816989496,0.9268651754178429,0.8033630821571395
