tag,n,corr_teacher,logit_rmse,r2_offset,teacher_offset_sd,student_offset_sd,BSS,Resolution,Reliability,dBSS,dResolution,paired,paired_se,teacher_dResolution,teacher_dBSS,floor_dResolution,span,recovery
"CEILING (same-season 2024, GroupKFold/pitcher)",253507,0.6975566748477875,0.1104966676079475,0.485898485725057,0.15410784204060668,0.10577344328913897,847.6460053140844,897.1471695655389,52.01091003733584,-69.5235203957867,-63.13334048353954,-70.6631184861325,16.480164904251144,136.58683458772862,127.7838277313981,-318.6889408416931,455.27577542942174,0.5613204438938364
